ssp,age,sex,period,assr,CNTR_CODE,cntr_name
2,0--4,Female,1980-1985,0.998,LU,Luxembourg
1,60--64,Male,2075-2080,1,LU,Luxembourg
2,65--69,Female,1950-1955,0.811,LU,Luxembourg
2,70--74,Male,1980-1985,0.684,LU,Luxembourg
1,95--99,Female,2080-2085,0.731,LU,Luxembourg
1,0--4,Male,2075-2080,1,LU,Luxembourg
2,100+,Male,1960-1965,0,LU,Luxembourg
1,Newborn,Female,2045-2050,1,LU,Luxembourg
2,10--14,Male,1980-1985,0.996,LU,Luxembourg
2,25--29,Male,1970-1975,0.991,LU,Luxembourg
1,70--74,Male,2090-2095,1,LU,Luxembourg
2,55--59,Male,1950-1955,0.889,LU,Luxembourg
2,60--64,Female,1975-1980,0.922,LU,Luxembourg
2,75--79,Female,1965-1970,0.617,LU,Luxembourg
1,100+,Male,2070-2075,0.037,LU,Luxembourg
2,Newborn,Male,1950-1955,0.944,LU,Luxembourg
2,95--99,Male,1985-1990,0.092,LU,Luxembourg
2,75--79,Male,1985-1990,0.575,LU,Luxembourg
2,70--74,Male,1975-1980,0.654,LU,Luxembourg
2,Newborn,Female,1965-1970,0.98,LU,Luxembourg
2,10--14,Female,1955-1960,0.998,LU,Luxembourg
1,40--44,Female,2085-2090,1,LU,Luxembourg
2,65--69,Male,1965-1970,0.754,LU,Luxembourg
2,80--84,Male,1955-1960,0.375,LU,Luxembourg
1,0--4,Female,2085-2090,1,LU,Luxembourg
1,95--99,Female,2000-2005,0.155,LU,Luxembourg
2,90--94,Male,2010-2015,0.222,LU,Luxembourg
1,30--34,Female,2065-2070,1,LU,Luxembourg
1,35--39,Male,2095-2100,1,LU,Luxembourg
2,25--29,Female,1980-1985,0.997,LU,Luxembourg
2,5--9,Female,1980-1985,0.999,LU,Luxembourg
1,65--69,Male,2075-2080,1,LU,Luxembourg
2,70--74,Female,1950-1955,0.697,LU,Luxembourg
2,75--79,Male,1980-1985,0.547,LU,Luxembourg
1,100+,Female,2080-2085,0.21,LU,Luxembourg
1,5--9,Male,2075-2080,1,LU,Luxembourg
2,Newborn,Female,1960-1965,0.974,LU,Luxembourg
1,0--4,Female,2045-2050,1,LU,Luxembourg
2,15--19,Male,1980-1985,0.993,LU,Luxembourg
2,30--34,Male,1970-1975,0.988,LU,Luxembourg
1,75--79,Male,2090-2095,1,LU,Luxembourg
2,60--64,Male,1950-1955,0.839,LU,Luxembourg
2,65--69,Female,1975-1980,0.87,LU,Luxembourg
2,80--84,Female,1965-1970,0.479,LU,Luxembourg
1,Newborn,Female,2070-2075,1,LU,Luxembourg
2,0--4,Male,1950-1955,0.988,LU,Luxembourg
2,100+,Male,1985-1990,0,LU,Luxembourg
2,80--84,Male,1985-1990,0.431,LU,Luxembourg
2,60--64,Male,1985-1990,0.872,LU,Luxembourg
2,0--4,Female,1965-1970,0.996,LU,Luxembourg
2,15--19,Female,1955-1960,0.998,LU,Luxembourg
1,45--49,Female,2085-2090,1,LU,Luxembourg
2,70--74,Male,1965-1970,0.65,LU,Luxembourg
2,85--89,Male,1955-1960,0.246,LU,Luxembourg
1,5--9,Female,2085-2090,1,LU,Luxembourg
1,100+,Female,2000-2005,0,LU,Luxembourg
2,95--99,Male,2010-2015,0.097,LU,Luxembourg
1,35--39,Female,2065-2070,1,LU,Luxembourg
1,40--44,Male,2095-2100,1,LU,Luxembourg
2,30--34,Female,1980-1985,0.995,LU,Luxembourg
2,10--14,Female,1980-1985,0.998,LU,Luxembourg
1,70--74,Male,2075-2080,1,LU,Luxembourg
2,75--79,Female,1950-1955,0.565,LU,Luxembourg
2,80--84,Male,1980-1985,0.404,LU,Luxembourg
1,Newborn,Male,2085-2090,1,LU,Luxembourg
1,10--14,Male,2075-2080,1,LU,Luxembourg
2,0--4,Female,1960-1965,0.995,LU,Luxembourg
1,5--9,Female,2045-2050,1,LU,Luxembourg
2,20--24,Male,1980-1985,0.992,LU,Luxembourg
2,35--39,Male,1970-1975,0.983,LU,Luxembourg
1,80--84,Male,2090-2095,1,LU,Luxembourg
2,65--69,Male,1950-1955,0.755,LU,Luxembourg
2,70--74,Female,1975-1980,0.773,LU,Luxembourg
2,85--89,Female,1965-1970,0.328,LU,Luxembourg
1,0--4,Female,2070-2075,1,LU,Luxembourg
2,5--9,Male,1950-1955,0.995,LU,Luxembourg
2,Newborn,Female,1985-1990,0.992,LU,Luxembourg
2,85--89,Male,1985-1990,0.287,LU,Luxembourg
2,65--69,Male,1985-1990,0.806,LU,Luxembourg
2,5--9,Female,1965-1970,0.998,LU,Luxembourg
2,20--24,Female,1955-1960,0.996,LU,Luxembourg
1,50--54,Female,2085-2090,1,LU,Luxembourg
2,75--79,Male,1965-1970,0.523,LU,Luxembourg
2,90--94,Male,1955-1960,0.149,LU,Luxembourg
1,10--14,Female,2085-2090,1,LU,Luxembourg
1,Newborn,Male,2005-2010,0.997,LU,Luxembourg
2,100+,Male,2010-2015,0,LU,Luxembourg
1,40--44,Female,2065-2070,1,LU,Luxembourg
1,45--49,Male,2095-2100,1,LU,Luxembourg
2,35--39,Female,1980-1985,0.992,LU,Luxembourg
2,15--19,Female,1980-1985,0.998,LU,Luxembourg
1,75--79,Male,2075-2080,1,LU,Luxembourg
2,80--84,Female,1950-1955,0.425,LU,Luxembourg
2,85--89,Male,1980-1985,0.265,LU,Luxembourg
1,0--4,Male,2085-2090,1,LU,Luxembourg
1,15--19,Male,2075-2080,1,LU,Luxembourg
2,5--9,Female,1960-1965,0.998,LU,Luxembourg
1,10--14,Female,2045-2050,1,LU,Luxembourg
2,25--29,Male,1980-1985,0.992,LU,Luxembourg
2,40--44,Male,1970-1975,0.975,LU,Luxembourg
1,80--84,Female,2060-2065,0.992,LU,Luxembourg
1,55--59,Female,2015-2020,0.98,LU,Luxembourg
2,75--79,Female,1975-1980,0.649,LU,Luxembourg
1,90--94,Male,2025-2030,0.26,LU,Luxembourg
1,100+,Female,1985-1990,0,LU,Luxembourg
2,10--14,Male,1950-1955,0.995,LU,Luxembourg
2,0--4,Female,1985-1990,0.999,LU,Luxembourg
2,30--34,Female,1965-1970,0.994,LU,Luxembourg
1,25--29,Female,1995-2000,0.997,LU,Luxembourg
2,10--14,Female,1965-1970,0.998,LU,Luxembourg
2,25--29,Female,1955-1960,0.995,LU,Luxembourg
1,55--59,Female,2085-2090,1,LU,Luxembourg
2,80--84,Male,1965-1970,0.381,LU,Luxembourg
1,85--89,Male,2050-2055,0.674,LU,Luxembourg
1,95--99,Female,2010-2015,0.11,LU,Luxembourg
1,0--4,Male,2005-2010,0.999,LU,Luxembourg
2,Newborn,Female,2010-2015,0.997,LU,Luxembourg
1,10--14,Male,2060-2065,1,LU,Luxembourg
1,50--54,Male,2095-2100,1,LU,Luxembourg
2,40--44,Female,1980-1985,0.988,LU,Luxembourg
1,80--84,Male,2075-2080,0.996,LU,Luxembourg
1,65--69,Female,1990-1995,0.914,LU,Luxembourg
2,85--89,Female,1950-1955,0.284,LU,Luxembourg
1,90--94,Female,2035-2040,0.371,LU,Luxembourg
1,100+,Male,2000-2005,0,LU,Luxembourg
1,20--24,Male,2075-2080,1,LU,Luxembourg
2,10--14,Female,1960-1965,0.999,LU,Luxembourg
1,15--19,Female,2045-2050,1,LU,Luxembourg
1,25--29,Male,2010-2015,0.997,LU,Luxembourg
2,45--49,Male,1970-1975,0.959,LU,Luxembourg
1,85--89,Female,2060-2065,0.944,LU,Luxembourg
1,60--64,Female,2015-2020,0.969,LU,Luxembourg
2,80--84,Female,1975-1980,0.509,LU,Luxembourg
1,95--99,Male,2025-2030,0.099,LU,Luxembourg
1,Newborn,Male,1990-1995,0.992,LU,Luxembourg
2,15--19,Male,1950-1955,0.99,LU,Luxembourg
2,5--9,Female,1985-1990,0.999,LU,Luxembourg
1,20--24,Male,2035-2040,0.999,LU,Luxembourg
1,30--34,Female,1995-2000,0.996,LU,Luxembourg
2,15--19,Female,1965-1970,0.997,LU,Luxembourg
2,30--34,Female,1955-1960,0.992,LU,Luxembourg
1,60--64,Female,2085-2090,1,LU,Luxembourg
2,85--89,Male,1965-1970,0.254,LU,Luxembourg
1,90--94,Male,2050-2055,0.363,LU,Luxembourg
1,100+,Female,2010-2015,0,LU,Luxembourg
1,5--9,Male,2005-2010,0.999,LU,Luxembourg
2,0--4,Female,2010-2015,1,LU,Luxembourg
1,15--19,Male,2060-2065,1,LU,Luxembourg
1,55--59,Male,2095-2100,1,LU,Luxembourg
2,45--49,Female,1980-1985,0.981,LU,Luxembourg
1,85--89,Male,2075-2080,0.961,LU,Luxembourg
1,70--74,Female,1990-1995,0.854,LU,Luxembourg
2,90--94,Female,1950-1955,0.171,LU,Luxembourg
1,95--99,Female,2035-2040,0.134,LU,Luxembourg
1,Newborn,Female,2000-2005,0.995,LU,Luxembourg
2,0--4,Female,1970-1975,0.997,LU,Luxembourg
2,15--19,Female,1960-1965,0.998,LU,Luxembourg
1,20--24,Female,2045-2050,1,LU,Luxembourg
1,30--34,Male,2010-2015,0.996,LU,Luxembourg
2,50--54,Male,1970-1975,0.927,LU,Luxembourg
1,90--94,Female,2060-2065,0.656,LU,Luxembourg
1,65--69,Female,2015-2020,0.952,LU,Luxembourg
2,70--74,Female,1985-1990,0.832,LU,Luxembourg
1,100+,Male,2025-2030,0.041,LU,Luxembourg
1,0--4,Male,1990-1995,0.998,LU,Luxembourg
2,5--9,Male,1960-1965,0.997,LU,Luxembourg
2,10--14,Female,1985-1990,0.999,LU,Luxembourg
1,25--29,Male,2035-2040,0.999,LU,Luxembourg
1,35--39,Female,1995-2000,0.995,LU,Luxembourg
2,20--24,Female,1965-1970,0.997,LU,Luxembourg
2,35--39,Female,1955-1960,0.988,LU,Luxembourg
1,65--69,Female,2085-2090,1,LU,Luxembourg
2,65--69,Female,2010-2015,0.945,LU,Luxembourg
1,95--99,Male,2050-2055,0.116,LU,Luxembourg
1,Newborn,Male,2015-2020,0.997,LU,Luxembourg
1,10--14,Male,2005-2010,0.999,LU,Luxembourg
2,5--9,Female,2010-2015,1,LU,Luxembourg
1,20--24,Male,2060-2065,1,LU,Luxembourg
1,60--64,Male,2095-2100,1,LU,Luxembourg
2,50--54,Female,1980-1985,0.972,LU,Luxembourg
1,90--94,Male,2075-2080,0.672,LU,Luxembourg
1,75--79,Female,1990-1995,0.75,LU,Luxembourg
2,95--99,Female,1950-1955,0.092,LU,Luxembourg
1,100+,Female,2035-2040,0.046,LU,Luxembourg
1,0--4,Female,2000-2005,0.999,LU,Luxembourg
2,5--9,Female,1970-1975,0.998,LU,Luxembourg
2,20--24,Female,1960-1965,0.997,LU,Luxembourg
1,25--29,Female,2045-2050,1,LU,Luxembourg
1,35--39,Male,2010-2015,0.995,LU,Luxembourg
2,55--59,Male,1970-1975,0.887,LU,Luxembourg
1,95--99,Female,2060-2065,0.226,LU,Luxembourg
1,70--74,Female,2015-2020,0.921,LU,Luxembourg
2,75--79,Female,1985-1990,0.723,LU,Luxembourg
1,Newborn,Female,2025-2030,0.999,LU,Luxembourg
1,5--9,Male,1990-1995,0.999,LU,Luxembourg
2,10--14,Male,1960-1965,0.996,LU,Luxembourg
2,15--19,Female,1985-1990,0.998,LU,Luxembourg
1,30--34,Male,2035-2040,0.999,LU,Luxembourg
1,40--44,Female,1995-2000,0.99,LU,Luxembourg
2,25--29,Female,1965-1970,0.996,LU,Luxembourg
2,40--44,Female,1955-1960,0.982,LU,Luxembourg
1,70--74,Female,2085-2090,1,LU,Luxembourg
2,70--74,Female,2010-2015,0.909,LU,Luxembourg
1,100+,Male,2050-2055,0.036,LU,Luxembourg
1,0--4,Male,2015-2020,0.999,LU,Luxembourg
1,15--19,Male,2005-2010,0.997,LU,Luxembourg
2,10--14,Female,2010-2015,0.999,LU,Luxembourg
1,25--29,Male,2060-2065,1,LU,Luxembourg
1,65--69,Male,2095-2100,1,LU,Luxembourg
2,55--59,Female,1980-1985,0.956,LU,Luxembourg
1,95--99,Male,2075-2080,0.207,LU,Luxembourg
1,80--84,Female,1990-1995,0.601,LU,Luxembourg
2,100+,Female,1950-1955,0,LU,Luxembourg
1,Newborn,Male,2040-2045,0.999,LU,Luxembourg
1,5--9,Female,2000-2005,0.999,LU,Luxembourg
2,10--14,Female,1970-1975,0.998,LU,Luxembourg
2,25--29,Female,1960-1965,0.996,LU,Luxembourg
1,30--34,Female,2045-2050,1,LU,Luxembourg
1,40--44,Male,2010-2015,0.992,LU,Luxembourg
2,60--64,Male,1970-1975,0.83,LU,Luxembourg
1,100+,Female,2060-2065,0.052,LU,Luxembourg
1,75--79,Female,2015-2020,0.854,LU,Luxembourg
2,80--84,Female,1985-1990,0.574,LU,Luxembourg
1,0--4,Female,2025-2030,1,LU,Luxembourg
1,10--14,Male,1990-1995,0.997,LU,Luxembourg
2,15--19,Male,1960-1965,0.991,LU,Luxembourg
2,20--24,Female,1985-1990,0.997,LU,Luxembourg
1,35--39,Male,2035-2040,0.998,LU,Luxembourg
1,45--49,Female,1995-2000,0.985,LU,Luxembourg
2,65--69,Female,1955-1960,0.826,LU,Luxembourg
2,45--49,Female,1955-1960,0.974,LU,Luxembourg
1,75--79,Female,2085-2090,1,LU,Luxembourg
2,75--79,Female,2010-2015,0.835,LU,Luxembourg
1,Newborn,Female,2050-2055,1,LU,Luxembourg
1,5--9,Male,2015-2020,1,LU,Luxembourg
1,20--24,Male,2005-2010,0.996,LU,Luxembourg
2,15--19,Female,2010-2015,0.999,LU,Luxembourg
1,30--34,Male,2060-2065,1,LU,Luxembourg
1,70--74,Male,2095-2100,1,LU,Luxembourg
2,60--64,Female,1980-1985,0.932,LU,Luxembourg
1,100+,Male,2075-2080,0.039,LU,Luxembourg
1,85--89,Female,1990-1995,0.426,LU,Luxembourg
2,Newborn,Male,1955-1960,0.953,LU,Luxembourg
1,0--4,Male,2040-2045,1,LU,Luxembourg
1,10--14,Female,2000-2005,0.999,LU,Luxembourg
2,15--19,Female,1970-1975,0.997,LU,Luxembourg
2,30--34,Female,1960-1965,0.993,LU,Luxembourg
1,35--39,Female,2045-2050,1,LU,Luxembourg
1,45--49,Male,2010-2015,0.984,LU,Luxembourg
2,65--69,Male,1970-1975,0.744,LU,Luxembourg
1,Newborn,Male,2065-2070,1,LU,Luxembourg
1,80--84,Female,2015-2020,0.725,LU,Luxembourg
2,85--89,Female,1985-1990,0.404,LU,Luxembourg
1,5--9,Female,2025-2030,1,LU,Luxembourg
1,15--19,Male,1990-1995,0.993,LU,Luxembourg
2,20--24,Male,1960-1965,0.99,LU,Luxembourg
2,25--29,Female,1985-1990,0.997,LU,Luxembourg
1,40--44,Male,2035-2040,0.997,LU,Luxembourg
1,50--54,Female,1995-2000,0.981,LU,Luxembourg
2,70--74,Female,1955-1960,0.716,LU,Luxembourg
2,50--54,Female,1955-1960,0.962,LU,Luxembourg
1,80--84,Female,2085-2090,1,LU,Luxembourg
2,80--84,Female,2010-2015,0.698,LU,Luxembourg
1,0--4,Female,2050-2055,1,LU,Luxembourg
1,10--14,Male,2015-2020,0.999,LU,Luxembourg
1,25--29,Male,2005-2010,0.996,LU,Luxembourg
2,20--24,Female,2010-2015,0.999,LU,Luxembourg
1,35--39,Male,2060-2065,1,LU,Luxembourg
1,75--79,Male,2095-2100,1,LU,Luxembourg
2,65--69,Female,1980-1985,0.89,LU,Luxembourg
1,Newborn,Female,2075-2080,1,LU,Luxembourg
1,90--94,Female,1990-1995,0.26,LU,Luxembourg
2,0--4,Male,1955-1960,0.991,LU,Luxembourg
1,5--9,Male,2040-2045,1,LU,Luxembourg
1,15--19,Female,2000-2005,0.999,LU,Luxembourg
2,20--24,Female,1970-1975,0.997,LU,Luxembourg
2,35--39,Female,1960-1965,0.989,LU,Luxembourg
1,40--44,Female,2045-2050,0.999,LU,Luxembourg
1,50--54,Male,2010-2015,0.972,LU,Luxembourg
2,70--74,Male,1970-1975,0.654,LU,Luxembourg
1,0--4,Male,2065-2070,1,LU,Luxembourg
1,85--89,Female,2015-2020,0.523,LU,Luxembourg
2,90--94,Female,1985-1990,0.248,LU,Luxembourg
1,10--14,Female,2025-2030,1,LU,Luxembourg
1,20--24,Male,1990-1995,0.993,LU,Luxembourg
2,25--29,Male,1960-1965,0.991,LU,Luxembourg
2,30--34,Female,1985-1990,0.996,LU,Luxembourg
1,45--49,Male,2035-2040,0.994,LU,Luxembourg
1,55--59,Female,1995-2000,0.97,LU,Luxembourg
2,75--79,Female,1955-1960,0.585,LU,Luxembourg
2,55--59,Female,1955-1960,0.939,LU,Luxembourg
1,85--89,Female,2085-2090,1,LU,Luxembourg
2,85--89,Female,2010-2015,0.491,LU,Luxembourg
1,5--9,Female,2050-2055,1,LU,Luxembourg
1,15--19,Male,2015-2020,0.999,LU,Luxembourg
1,30--34,Male,2005-2010,0.994,LU,Luxembourg
2,25--29,Female,2010-2015,0.998,LU,Luxembourg
1,40--44,Male,2060-2065,1,LU,Luxembourg
1,80--84,Male,2095-2100,1,LU,Luxembourg
2,70--74,Female,1980-1985,0.808,LU,Luxembourg
1,0--4,Female,2075-2080,1,LU,Luxembourg
1,95--99,Female,1990-1995,0.126,LU,Luxembourg
2,5--9,Male,1955-1960,0.996,LU,Luxembourg
1,10--14,Male,2040-2045,1,LU,Luxembourg
1,20--24,Female,2000-2005,0.998,LU,Luxembourg
2,25--29,Female,1970-1975,0.995,LU,Luxembourg
2,40--44,Female,1960-1965,0.984,LU,Luxembourg
1,45--49,Female,2045-2050,0.999,LU,Luxembourg
1,55--59,Male,2010-2015,0.957,LU,Luxembourg
2,75--79,Male,1970-1975,0.536,LU,Luxembourg
1,5--9,Male,2065-2070,1,LU,Luxembourg
1,90--94,Female,2015-2020,0.287,LU,Luxembourg
2,95--99,Female,1985-1990,0.123,LU,Luxembourg
1,15--19,Female,2025-2030,1,LU,Luxembourg
1,25--29,Male,1990-1995,0.993,LU,Luxembourg
2,30--34,Male,1960-1965,0.99,LU,Luxembourg
2,35--39,Female,1985-1990,0.993,LU,Luxembourg
1,50--54,Male,2035-2040,0.989,LU,Luxembourg
1,60--64,Female,1995-2000,0.951,LU,Luxembourg
2,80--84,Female,1955-1960,0.441,LU,Luxembourg
2,60--64,Female,1955-1960,0.898,LU,Luxembourg
1,90--94,Female,2085-2090,1,LU,Luxembourg
2,90--94,Female,2010-2015,0.278,LU,Luxembourg
1,10--14,Female,2050-2055,1,LU,Luxembourg
1,20--24,Male,2015-2020,0.998,LU,Luxembourg
1,35--39,Male,2005-2010,0.992,LU,Luxembourg
2,30--34,Female,2010-2015,0.998,LU,Luxembourg
1,45--49,Male,2060-2065,0.999,LU,Luxembourg
1,85--89,Male,2095-2100,1,LU,Luxembourg
2,75--79,Female,1980-1985,0.688,LU,Luxembourg
1,5--9,Female,2075-2080,1,LU,Luxembourg
1,100+,Female,1990-1995,0,LU,Luxembourg
2,10--14,Male,1955-1960,0.996,LU,Luxembourg
1,15--19,Male,2040-2045,1,LU,Luxembourg
1,25--29,Female,2000-2005,0.998,LU,Luxembourg
2,30--34,Female,1970-1975,0.994,LU,Luxembourg
2,45--49,Female,1960-1965,0.977,LU,Luxembourg
1,50--54,Female,2045-2050,0.998,LU,Luxembourg
1,60--64,Male,2010-2015,0.935,LU,Luxembourg
2,80--84,Male,1970-1975,0.388,LU,Luxembourg
1,10--14,Male,2065-2070,1,LU,Luxembourg
1,95--99,Female,2015-2020,0.123,LU,Luxembourg
2,100+,Female,1985-1990,0,LU,Luxembourg
1,20--24,Female,2025-2030,0.999,LU,Luxembourg
1,30--34,Male,1990-1995,0.99,LU,Luxembourg
2,35--39,Male,1960-1965,0.986,LU,Luxembourg
2,40--44,Female,1985-1990,0.989,LU,Luxembourg
1,55--59,Male,2035-2040,0.983,LU,Luxembourg
1,65--69,Female,1995-2000,0.921,LU,Luxembourg
2,85--89,Female,1955-1960,0.295,LU,Luxembourg
1,5--9,Male,2090-2095,1,LU,Luxembourg
1,95--99,Female,2085-2090,0.759,LU,Luxembourg
2,95--99,Female,2010-2015,0.11,LU,Luxembourg
1,15--19,Female,2050-2055,1,LU,Luxembourg
1,25--29,Male,2015-2020,0.997,LU,Luxembourg
1,40--44,Male,2005-2010,0.988,LU,Luxembourg
2,35--39,Female,2010-2015,0.997,LU,Luxembourg
1,50--54,Male,2060-2065,0.999,LU,Luxembourg
1,90--94,Male,2095-2100,0.999,LU,Luxembourg
2,80--84,Female,1980-1985,0.54,LU,Luxembourg
1,10--14,Female,2075-2080,1,LU,Luxembourg
1,Newborn,Male,1995-2000,0.995,LU,Luxembourg
2,15--19,Male,1955-1960,0.991,LU,Luxembourg
1,20--24,Male,2040-2045,0.999,LU,Luxembourg
1,30--34,Female,2000-2005,0.997,LU,Luxembourg
2,35--39,Female,1970-1975,0.991,LU,Luxembourg
2,50--54,Female,1960-1965,0.966,LU,Luxembourg
1,55--59,Female,2045-2050,0.997,LU,Luxembourg
1,65--69,Male,2010-2015,0.901,LU,Luxembourg
2,85--89,Male,1970-1975,0.261,LU,Luxembourg
1,15--19,Male,2065-2070,1,LU,Luxembourg
1,100+,Female,2015-2020,0.056,LU,Luxembourg
2,Newborn,Male,1990-1995,0.992,LU,Luxembourg
1,25--29,Female,2025-2030,0.999,LU,Luxembourg
1,35--39,Male,1990-1995,0.987,LU,Luxembourg
2,40--44,Male,1960-1965,0.975,LU,Luxembourg
2,45--49,Female,1985-1990,0.984,LU,Luxembourg
1,60--64,Male,2035-2040,0.975,LU,Luxembourg
1,70--74,Female,1995-2000,0.867,LU,Luxembourg
2,90--94,Female,1955-1960,0.177,LU,Luxembourg
1,10--14,Male,2090-2095,1,LU,Luxembourg
1,100+,Female,2085-2090,0.219,LU,Luxembourg
2,100+,Female,2010-2015,0,LU,Luxembourg
1,20--24,Female,2050-2055,1,LU,Luxembourg
1,30--34,Male,2015-2020,0.997,LU,Luxembourg
1,45--49,Male,2005-2010,0.98,LU,Luxembourg
2,40--44,Female,2010-2015,0.994,LU,Luxembourg
1,55--59,Male,2060-2065,0.998,LU,Luxembourg
1,95--99,Male,2095-2100,0.741,LU,Luxembourg
2,85--89,Female,1980-1985,0.373,LU,Luxembourg
1,15--19,Female,2075-2080,1,LU,Luxembourg
1,0--4,Male,1995-2000,0.999,LU,Luxembourg
2,20--24,Male,1955-1960,0.99,LU,Luxembourg
1,25--29,Male,2040-2045,0.999,LU,Luxembourg
1,35--39,Female,2000-2005,0.996,LU,Luxembourg
2,40--44,Female,1970-1975,0.984,LU,Luxembourg
2,55--59,Female,1960-1965,0.946,LU,Luxembourg
1,60--64,Female,2045-2050,0.996,LU,Luxembourg
1,70--74,Male,2010-2015,0.849,LU,Luxembourg
2,90--94,Male,1970-1975,0.161,LU,Luxembourg
1,20--24,Male,2065-2070,1,LU,Luxembourg
1,Newborn,Male,2020-2025,0.998,LU,Luxembourg
2,0--4,Male,1990-1995,0.998,LU,Luxembourg
1,30--34,Female,2025-2030,0.999,LU,Luxembourg
1,40--44,Male,1990-1995,0.982,LU,Luxembourg
2,45--49,Male,1960-1965,0.955,LU,Luxembourg
2,50--54,Female,1985-1990,0.976,LU,Luxembourg
1,65--69,Male,2035-2040,0.963,LU,Luxembourg
1,75--79,Female,1995-2000,0.769,LU,Luxembourg
2,95--99,Female,1955-1960,0.094,LU,Luxembourg
1,15--19,Male,2090-2095,1,LU,Luxembourg
1,Newborn,Male,2090-2095,1,LU,Luxembourg
2,Newborn,Male,2015-2020,0.997,LU,Luxembourg
1,25--29,Female,2050-2055,1,LU,Luxembourg
1,35--39,Male,2015-2020,0.996,LU,Luxembourg
1,50--54,Male,2005-2010,0.968,LU,Luxembourg
2,45--49,Female,2010-2015,0.99,LU,Luxembourg
1,60--64,Male,2060-2065,0.997,LU,Luxembourg
1,100+,Male,2095-2100,0.198,LU,Luxembourg
2,90--94,Female,1980-1985,0.225,LU,Luxembourg
1,20--24,Female,2075-2080,1,LU,Luxembourg
1,5--9,Male,1995-2000,0.999,LU,Luxembourg
2,25--29,Male,1955-1960,0.99,LU,Luxembourg
1,30--34,Male,2040-2045,0.999,LU,Luxembourg
1,40--44,Female,2000-2005,0.992,LU,Luxembourg
2,45--49,Female,1970-1975,0.976,LU,Luxembourg
2,60--64,Female,1960-1965,0.907,LU,Luxembourg
1,65--69,Female,2045-2050,0.994,LU,Luxembourg
1,75--79,Male,2010-2015,0.75,LU,Luxembourg
2,95--99,Male,1970-1975,0.091,LU,Luxembourg
1,25--29,Male,2065-2070,1,LU,Luxembourg
1,0--4,Male,2020-2025,1,LU,Luxembourg
2,5--9,Male,1990-1995,0.999,LU,Luxembourg
1,35--39,Female,2025-2030,0.998,LU,Luxembourg
1,45--49,Male,1990-1995,0.972,LU,Luxembourg
2,50--54,Male,1960-1965,0.929,LU,Luxembourg
2,55--59,Female,1985-1990,0.964,LU,Luxembourg
1,70--74,Male,2035-2040,0.941,LU,Luxembourg
1,80--84,Female,1995-2000,0.624,LU,Luxembourg
2,100+,Female,1955-1960,0,LU,Luxembourg
1,20--24,Male,2090-2095,1,LU,Luxembourg
1,0--4,Male,2090-2095,1,LU,Luxembourg
2,0--4,Male,2015-2020,0.999,LU,Luxembourg
1,30--34,Female,2050-2055,1,LU,Luxembourg
1,40--44,Male,2015-2020,0.993,LU,Luxembourg
1,55--59,Male,2005-2010,0.948,LU,Luxembourg
2,50--54,Female,2010-2015,0.986,LU,Luxembourg
1,65--69,Male,2060-2065,0.995,LU,Luxembourg
1,Newborn,Female,2095-2100,1,LU,Luxembourg
2,95--99,Female,1980-1985,0.112,LU,Luxembourg
1,25--29,Female,2075-2080,1,LU,Luxembourg
1,10--14,Male,1995-2000,0.998,LU,Luxembourg
2,30--34,Male,1955-1960,0.989,LU,Luxembourg
1,35--39,Male,2040-2045,0.999,LU,Luxembourg
1,45--49,Female,2000-2005,0.988,LU,Luxembourg
2,50--54,Female,1970-1975,0.964,LU,Luxembourg
2,65--69,Female,1960-1965,0.841,LU,Luxembourg
1,70--74,Female,2045-2050,0.99,LU,Luxembourg
1,80--84,Male,2010-2015,0.583,LU,Luxembourg
2,100+,Male,1970-1975,0,LU,Luxembourg
1,30--34,Male,2065-2070,1,LU,Luxembourg
1,5--9,Male,2020-2025,1,LU,Luxembourg
2,10--14,Male,1990-1995,0.997,LU,Luxembourg
1,40--44,Female,2025-2030,0.997,LU,Luxembourg
1,50--54,Male,1990-1995,0.955,LU,Luxembourg
2,55--59,Male,1960-1965,0.889,LU,Luxembourg
2,60--64,Female,1985-1990,0.941,LU,Luxembourg
1,75--79,Male,2035-2040,0.887,LU,Luxembourg
1,85--89,Female,1995-2000,0.449,LU,Luxembourg
2,Newborn,Male,1960-1965,0.963,LU,Luxembourg
1,25--29,Male,2090-2095,1,LU,Luxembourg
1,40--44,Male,2080-2085,1,LU,Luxembourg
2,5--9,Male,2015-2020,1,LU,Luxembourg
1,35--39,Female,2050-2055,1,LU,Luxembourg
1,45--49,Male,2015-2020,0.987,LU,Luxembourg
1,60--64,Male,2005-2010,0.921,LU,Luxembourg
2,55--59,Female,2010-2015,0.977,LU,Luxembourg
1,70--74,Male,2060-2065,0.992,LU,Luxembourg
1,80--84,Female,2020-2025,0.758,LU,Luxembourg
2,100+,Female,1980-1985,0,LU,Luxembourg
1,30--34,Female,2075-2080,1,LU,Luxembourg
1,15--19,Male,1995-2000,0.996,LU,Luxembourg
1,20--24,Female,2020-2025,0.999,LU,Luxembourg
1,40--44,Male,2040-2045,0.998,LU,Luxembourg
1,50--54,Female,2000-2005,0.981,LU,Luxembourg
2,55--59,Female,1970-1975,0.947,LU,Luxembourg
2,60--64,Male,2000-2005,0.912,LU,Luxembourg
1,75--79,Female,2045-2050,0.975,LU,Luxembourg
1,85--89,Male,2010-2015,0.393,LU,Luxembourg
2,Newborn,Female,1970-1975,0.984,LU,Luxembourg
