ssp,age,sex,period,assr,CNTR_CODE,cntr_name
1,35--39,Male,2065-2070,1,LU,Luxembourg
1,10--14,Male,2020-2025,0.999,LU,Luxembourg
2,15--19,Male,1990-1995,0.993,LU,Luxembourg
1,45--49,Female,2025-2030,0.995,LU,Luxembourg
1,55--59,Male,1990-1995,0.933,LU,Luxembourg
2,60--64,Male,1960-1965,0.837,LU,Luxembourg
2,65--69,Female,1985-1990,0.9,LU,Luxembourg
1,80--84,Male,2035-2040,0.763,LU,Luxembourg
1,90--94,Female,1995-2000,0.278,LU,Luxembourg
2,0--4,Male,1960-1965,0.994,LU,Luxembourg
1,30--34,Male,2090-2095,1,LU,Luxembourg
1,15--19,Female,2005-2010,0.999,LU,Luxembourg
2,10--14,Male,2015-2020,0.999,LU,Luxembourg
1,40--44,Female,2050-2055,1,LU,Luxembourg
1,50--54,Male,2015-2020,0.977,LU,Luxembourg
1,65--69,Male,2005-2010,0.88,LU,Luxembourg
2,60--64,Female,2010-2015,0.963,LU,Luxembourg
1,75--79,Male,2060-2065,0.979,LU,Luxembourg
1,85--89,Female,2020-2025,0.555,LU,Luxembourg
2,Newborn,Male,1985-1990,0.989,LU,Luxembourg
1,35--39,Female,2075-2080,1,LU,Luxembourg
1,20--24,Male,1995-2000,0.994,LU,Luxembourg
1,25--29,Female,2020-2025,0.999,LU,Luxembourg
1,45--49,Male,2040-2045,0.996,LU,Luxembourg
1,30--34,Female,1955-1960,0.992,LU,Luxembourg
3,95--99,Female,1960-1965,0.097,LU,Luxembourg
2,65--69,Male,2000-2005,0.865,LU,Luxembourg
1,80--84,Female,2045-2050,0.922,LU,Luxembourg
1,90--94,Male,2010-2015,0.222,LU,Luxembourg
2,85--89,Female,2015-2020,0.513,LU,Luxembourg
1,5--9,Female,2055-2060,1,LU,Luxembourg
1,15--19,Male,2020-2025,0.999,LU,Luxembourg
2,20--24,Male,1990-1995,0.993,LU,Luxembourg
1,50--54,Female,2025-2030,0.992,LU,Luxembourg
1,60--64,Male,1990-1995,0.893,LU,Luxembourg
3,100+,Male,1950-1955,0,LU,Luxembourg
1,85--89,Male,2035-2040,0.552,LU,Luxembourg
1,70--74,Female,1950-1955,0.697,LU,Luxembourg
1,95--99,Female,1995-2000,0.135,LU,Luxembourg
2,90--94,Male,2005-2010,0.23,LU,Luxembourg
1,Newborn,Female,1960-1965,0.974,LU,Luxembourg
1,20--24,Female,2005-2010,0.998,LU,Luxembourg
2,15--19,Male,2015-2020,0.998,LU,Luxembourg
1,45--49,Female,2050-2055,1,LU,Luxembourg
1,55--59,Male,2015-2020,0.963,LU,Luxembourg
1,70--74,Male,2005-2010,0.813,LU,Luxembourg
2,50--54,Female,2020-2025,0.988,LU,Luxembourg
1,80--84,Male,2060-2065,0.931,LU,Luxembourg
1,90--94,Female,2020-2025,0.304,LU,Luxembourg
2,0--4,Male,1985-1990,0.998,LU,Luxembourg
1,40--44,Female,2075-2080,1,LU,Luxembourg
1,25--29,Male,1995-2000,0.994,LU,Luxembourg
1,30--34,Female,2020-2025,0.998,LU,Luxembourg
1,50--54,Male,2040-2045,0.992,LU,Luxembourg
1,35--39,Female,1955-1960,0.988,LU,Luxembourg
3,100+,Female,1960-1965,0,LU,Luxembourg
2,70--74,Male,2000-2005,0.794,LU,Luxembourg
1,85--89,Female,2045-2050,0.766,LU,Luxembourg
1,95--99,Male,2010-2015,0.097,LU,Luxembourg
2,90--94,Female,2015-2020,0.282,LU,Luxembourg
1,10--14,Female,2055-2060,1,LU,Luxembourg
1,20--24,Male,2020-2025,0.998,LU,Luxembourg
2,25--29,Male,1990-1995,0.993,LU,Luxembourg
1,55--59,Female,2025-2030,0.987,LU,Luxembourg
1,65--69,Male,1990-1995,0.824,LU,Luxembourg
3,Newborn,Female,1950-1955,0.961,LU,Luxembourg
1,90--94,Male,2035-2040,0.294,LU,Luxembourg
1,75--79,Female,1950-1955,0.565,LU,Luxembourg
1,100+,Female,1995-2000,0,LU,Luxembourg
2,95--99,Male,2005-2010,0.114,LU,Luxembourg
1,0--4,Female,1960-1965,0.995,LU,Luxembourg
1,25--29,Female,2005-2010,0.998,LU,Luxembourg
2,20--24,Male,2015-2020,0.998,LU,Luxembourg
1,50--54,Female,2050-2055,0.999,LU,Luxembourg
1,60--64,Male,2015-2020,0.945,LU,Luxembourg
1,75--79,Male,2005-2010,0.703,LU,Luxembourg
2,55--59,Female,2020-2025,0.981,LU,Luxembourg
1,85--89,Male,2060-2065,0.777,LU,Luxembourg
1,95--99,Female,2020-2025,0.124,LU,Luxembourg
2,5--9,Male,1985-1990,0.998,LU,Luxembourg
1,45--49,Female,2075-2080,1,LU,Luxembourg
1,30--34,Male,1995-2000,0.992,LU,Luxembourg
1,35--39,Female,2020-2025,0.998,LU,Luxembourg
1,55--59,Male,2040-2045,0.987,LU,Luxembourg
1,40--44,Female,1955-1960,0.982,LU,Luxembourg
3,Newborn,Male,1965-1970,0.975,LU,Luxembourg
2,75--79,Male,2000-2005,0.679,LU,Luxembourg
1,90--94,Female,2045-2050,0.449,LU,Luxembourg
1,100+,Male,2010-2015,0,LU,Luxembourg
2,95--99,Female,2015-2020,0.123,LU,Luxembourg
1,15--19,Female,2055-2060,1,LU,Luxembourg
1,25--29,Male,2020-2025,0.998,LU,Luxembourg
2,30--34,Male,1990-1995,0.99,LU,Luxembourg
1,60--64,Female,2025-2030,0.98,LU,Luxembourg
1,70--74,Male,1990-1995,0.739,LU,Luxembourg
3,0--4,Female,1950-1955,0.992,LU,Luxembourg
1,95--99,Male,2035-2040,0.1,LU,Luxembourg
1,80--84,Female,1950-1955,0.425,LU,Luxembourg
1,Newborn,Male,2000-2005,0.994,LU,Luxembourg
2,100+,Male,2005-2010,0,LU,Luxembourg
1,5--9,Female,1960-1965,0.998,LU,Luxembourg
1,30--34,Female,2005-2010,0.997,LU,Luxembourg
2,25--29,Male,2015-2020,0.997,LU,Luxembourg
1,55--59,Female,2050-2055,0.999,LU,Luxembourg
1,65--69,Male,2015-2020,0.916,LU,Luxembourg
1,80--84,Male,2005-2010,0.547,LU,Luxembourg
2,60--64,Female,2020-2025,0.971,LU,Luxembourg
1,90--94,Male,2060-2065,0.436,LU,Luxembourg
1,100+,Female,2020-2025,0.052,LU,Luxembourg
2,10--14,Male,1985-1990,0.997,LU,Luxembourg
1,50--54,Female,2075-2080,1,LU,Luxembourg
1,35--39,Male,1995-2000,0.989,LU,Luxembourg
1,40--44,Female,2020-2025,0.996,LU,Luxembourg
1,60--64,Male,2040-2045,0.98,LU,Luxembourg
1,45--49,Female,1955-1960,0.974,LU,Luxembourg
3,0--4,Male,1965-1970,0.996,LU,Luxembourg
2,80--84,Male,2000-2005,0.525,LU,Luxembourg
1,95--99,Female,2045-2050,0.159,LU,Luxembourg
1,Newborn,Female,2010-2015,0.997,LU,Luxembourg
2,100+,Female,2015-2020,0.057,LU,Luxembourg
1,20--24,Female,2055-2060,1,LU,Luxembourg
1,30--34,Male,2020-2025,0.997,LU,Luxembourg
2,35--39,Male,1990-1995,0.987,LU,Luxembourg
1,65--69,Female,2025-2030,0.97,LU,Luxembourg
1,75--79,Male,1990-1995,0.616,LU,Luxembourg
3,5--9,Female,1950-1955,0.998,LU,Luxembourg
1,100+,Male,2035-2040,0.036,LU,Luxembourg
1,85--89,Female,1950-1955,0.284,LU,Luxembourg
1,0--4,Male,2000-2005,0.999,LU,Luxembourg
2,Newborn,Female,2005-2010,0.997,LU,Luxembourg
1,10--14,Female,1960-1965,0.999,LU,Luxembourg
1,35--39,Female,2005-2010,0.996,LU,Luxembourg
2,30--34,Male,2015-2020,0.997,LU,Luxembourg
1,60--64,Female,2050-2055,0.998,LU,Luxembourg
1,70--74,Male,2015-2020,0.869,LU,Luxembourg
1,85--89,Male,2005-2010,0.38,LU,Luxembourg
2,65--69,Female,2020-2025,0.955,LU,Luxembourg
1,95--99,Male,2060-2065,0.132,LU,Luxembourg
1,Newborn,Male,2025-2030,0.998,LU,Luxembourg
2,15--19,Male,1985-1990,0.993,LU,Luxembourg
1,55--59,Female,2075-2080,1,LU,Luxembourg
1,40--44,Male,1995-2000,0.984,LU,Luxembourg
1,45--49,Female,2020-2025,0.994,LU,Luxembourg
1,65--69,Male,2040-2045,0.971,LU,Luxembourg
1,50--54,Female,1955-1960,0.962,LU,Luxembourg
3,5--9,Male,1965-1970,0.997,LU,Luxembourg
2,85--89,Male,2000-2005,0.364,LU,Luxembourg
1,100+,Female,2045-2050,0.047,LU,Luxembourg
1,0--4,Female,2010-2015,1,LU,Luxembourg
2,Newborn,Male,2020-2025,0.997,LU,Luxembourg
1,25--29,Female,2055-2060,1,LU,Luxembourg
1,35--39,Male,2020-2025,0.996,LU,Luxembourg
2,40--44,Male,1990-1995,0.982,LU,Luxembourg
1,70--74,Female,2025-2030,0.951,LU,Luxembourg
1,80--84,Male,1990-1995,0.455,LU,Luxembourg
3,10--14,Female,1950-1955,0.998,LU,Luxembourg
1,Newborn,Female,2035-2040,0.999,LU,Luxembourg
1,90--94,Female,1950-1955,0.171,LU,Luxembourg
1,5--9,Male,2000-2005,0.999,LU,Luxembourg
2,0--4,Female,2005-2010,0.999,LU,Luxembourg
1,15--19,Female,1960-1965,0.998,LU,Luxembourg
1,40--44,Female,2005-2010,0.994,LU,Luxembourg
2,35--39,Male,2015-2020,0.995,LU,Luxembourg
1,65--69,Female,2050-2055,0.997,LU,Luxembourg
1,75--79,Male,2015-2020,0.778,LU,Luxembourg
1,90--94,Male,2005-2010,0.23,LU,Luxembourg
2,70--74,Female,2020-2025,0.926,LU,Luxembourg
1,100+,Male,2060-2065,0.036,LU,Luxembourg
1,0--4,Male,2025-2030,1,LU,Luxembourg
2,20--24,Male,1985-1990,0.992,LU,Luxembourg
1,60--64,Female,2075-2080,1,LU,Luxembourg
1,45--49,Male,1995-2000,0.975,LU,Luxembourg
1,50--54,Female,2020-2025,0.989,LU,Luxembourg
1,70--74,Male,2040-2045,0.955,LU,Luxembourg
1,55--59,Female,1955-1960,0.939,LU,Luxembourg
3,10--14,Male,1965-1970,0.996,LU,Luxembourg
2,90--94,Male,2000-2005,0.221,LU,Luxembourg
1,Newborn,Male,2050-2055,1,LU,Luxembourg
1,5--9,Female,2010-2015,1,LU,Luxembourg
2,0--4,Male,2020-2025,1,LU,Luxembourg
1,30--34,Female,2055-2060,1,LU,Luxembourg
1,40--44,Male,2020-2025,0.994,LU,Luxembourg
2,45--49,Male,1990-1995,0.972,LU,Luxembourg
1,75--79,Female,2025-2030,0.902,LU,Luxembourg
1,85--89,Male,1990-1995,0.304,LU,Luxembourg
3,15--19,Female,1950-1955,0.997,LU,Luxembourg
1,0--4,Female,2035-2040,1,LU,Luxembourg
1,95--99,Female,1950-1955,0.092,LU,Luxembourg
1,10--14,Male,2000-2005,0.998,LU,Luxembourg
2,5--9,Female,2005-2010,0.999,LU,Luxembourg
1,20--24,Female,1960-1965,0.997,LU,Luxembourg
1,45--49,Female,2005-2010,0.988,LU,Luxembourg
2,40--44,Male,2015-2020,0.993,LU,Luxembourg
1,70--74,Female,2050-2055,0.995,LU,Luxembourg
1,80--84,Male,2015-2020,0.625,LU,Luxembourg
1,95--99,Male,2005-2010,0.114,LU,Luxembourg
2,75--79,Female,2020-2025,0.863,LU,Luxembourg
1,Newborn,Female,2060-2065,1,LU,Luxembourg
1,5--9,Male,2025-2030,1,LU,Luxembourg
2,25--29,Male,1985-1990,0.993,LU,Luxembourg
1,65--69,Female,2075-2080,1,LU,Luxembourg
1,50--54,Male,1995-2000,0.959,LU,Luxembourg
1,55--59,Female,2020-2025,0.984,LU,Luxembourg
1,75--79,Male,2040-2045,0.91,LU,Luxembourg
1,60--64,Female,1955-1960,0.898,LU,Luxembourg
3,15--19,Male,1965-1970,0.992,LU,Luxembourg
2,95--99,Male,2000-2005,0.112,LU,Luxembourg
1,0--4,Male,2050-2055,1,LU,Luxembourg
1,10--14,Female,2010-2015,0.999,LU,Luxembourg
2,5--9,Male,2020-2025,1,LU,Luxembourg
1,35--39,Female,2055-2060,1,LU,Luxembourg
1,45--49,Male,2020-2025,0.989,LU,Luxembourg
2,50--54,Male,1990-1995,0.955,LU,Luxembourg
1,80--84,Female,2025-2030,0.792,LU,Luxembourg
1,90--94,Male,1990-1995,0.181,LU,Luxembourg
3,20--24,Female,1950-1955,0.995,LU,Luxembourg
1,5--9,Female,2035-2040,1,LU,Luxembourg
1,100+,Female,1950-1955,0,LU,Luxembourg
1,15--19,Male,2000-2005,0.996,LU,Luxembourg
2,10--14,Female,2005-2010,0.999,LU,Luxembourg
1,25--29,Female,1960-1965,0.996,LU,Luxembourg
1,50--54,Female,2005-2010,0.982,LU,Luxembourg
2,45--49,Male,2015-2020,0.986,LU,Luxembourg
1,75--79,Female,2050-2055,0.987,LU,Luxembourg
1,85--89,Male,2015-2020,0.427,LU,Luxembourg
1,100+,Male,2005-2010,0,LU,Luxembourg
2,80--84,Female,2020-2025,0.736,LU,Luxembourg
1,0--4,Female,2060-2065,1,LU,Luxembourg
1,10--14,Male,2025-2030,1,LU,Luxembourg
2,30--34,Male,1985-1990,0.992,LU,Luxembourg
1,70--74,Female,2075-2080,1,LU,Luxembourg
1,55--59,Male,1995-2000,0.934,LU,Luxembourg
1,60--64,Female,2020-2025,0.975,LU,Luxembourg
1,80--84,Male,2040-2045,0.797,LU,Luxembourg
1,65--69,Female,1955-1960,0.826,LU,Luxembourg
3,20--24,Male,1965-1970,0.991,LU,Luxembourg
2,100+,Male,2000-2005,0,LU,Luxembourg
1,5--9,Male,2050-2055,1,LU,Luxembourg
1,15--19,Female,2010-2015,0.999,LU,Luxembourg
2,10--14,Male,2020-2025,0.999,LU,Luxembourg
1,40--44,Female,2055-2060,1,LU,Luxembourg
1,50--54,Male,2020-2025,0.98,LU,Luxembourg
2,55--59,Male,1990-1995,0.933,LU,Luxembourg
1,85--89,Female,2025-2030,0.591,LU,Luxembourg
1,95--99,Male,1990-1995,0.094,LU,Luxembourg
3,25--29,Female,1950-1955,0.993,LU,Luxembourg
1,10--14,Female,2035-2040,1,LU,Luxembourg
1,Newborn,Male,1955-1960,0.953,LU,Luxembourg
1,20--24,Male,2000-2005,0.994,LU,Luxembourg
2,15--19,Female,2005-2010,0.999,LU,Luxembourg
1,30--34,Female,1960-1965,0.993,LU,Luxembourg
1,55--59,Female,2005-2010,0.972,LU,Luxembourg
2,50--54,Male,2015-2020,0.976,LU,Luxembourg
1,80--84,Female,2050-2055,0.951,LU,Luxembourg
1,90--94,Male,2015-2020,0.233,LU,Luxembourg
1,Newborn,Female,2005-2010,0.997,LU,Luxembourg
2,85--89,Female,2020-2025,0.534,LU,Luxembourg
1,5--9,Female,2060-2065,1,LU,Luxembourg
1,15--19,Male,2025-2030,0.999,LU,Luxembourg
2,35--39,Male,1985-1990,0.988,LU,Luxembourg
1,75--79,Female,2075-2080,1,LU,Luxembourg
1,60--64,Male,1995-2000,0.897,LU,Luxembourg
1,65--69,Female,2020-2025,0.962,LU,Luxembourg
1,85--89,Male,2040-2045,0.589,LU,Luxembourg
1,70--74,Female,1955-1960,0.716,LU,Luxembourg
3,25--29,Male,1965-1970,0.991,LU,Luxembourg
2,Newborn,Female,2000-2005,0.995,LU,Luxembourg
1,10--14,Male,2050-2055,1,LU,Luxembourg
1,20--24,Female,2010-2015,0.999,LU,Luxembourg
2,15--19,Male,2020-2025,0.999,LU,Luxembourg
1,45--49,Female,2055-2060,1,LU,Luxembourg
1,55--59,Male,2020-2025,0.969,LU,Luxembourg
2,60--64,Male,1990-1995,0.893,LU,Luxembourg
1,90--94,Female,2025-2030,0.323,LU,Luxembourg
1,100+,Male,1990-1995,0,LU,Luxembourg
3,30--34,Female,1950-1955,0.99,LU,Luxembourg
1,15--19,Female,2035-2040,1,LU,Luxembourg
1,0--4,Male,1955-1960,0.991,LU,Luxembourg
1,25--29,Male,2000-2005,0.994,LU,Luxembourg
2,20--24,Female,2005-2010,0.998,LU,Luxembourg
1,35--39,Female,1960-1965,0.989,LU,Luxembourg
1,60--64,Female,2005-2010,0.957,LU,Luxembourg
2,55--59,Male,2015-2020,0.961,LU,Luxembourg
1,85--89,Female,2050-2055,0.823,LU,Luxembourg
1,95--99,Male,2015-2020,0.096,LU,Luxembourg
1,0--4,Female,2005-2010,0.999,LU,Luxembourg
2,90--94,Female,2020-2025,0.293,LU,Luxembourg
1,10--14,Female,2060-2065,1,LU,Luxembourg
1,20--24,Male,2025-2030,0.999,LU,Luxembourg
2,40--44,Male,1985-1990,0.981,LU,Luxembourg
1,80--84,Female,2075-2080,1,LU,Luxembourg
1,65--69,Male,1995-2000,0.845,LU,Luxembourg
1,70--74,Female,2020-2025,0.936,LU,Luxembourg
1,90--94,Male,2040-2045,0.314,LU,Luxembourg
1,75--79,Female,1955-1960,0.585,LU,Luxembourg
3,30--34,Male,1965-1970,0.989,LU,Luxembourg
2,0--4,Female,2000-2005,0.999,LU,Luxembourg
1,15--19,Male,2050-2055,1,LU,Luxembourg
1,25--29,Female,2010-2015,0.998,LU,Luxembourg
2,20--24,Male,2020-2025,0.998,LU,Luxembourg
1,50--54,Female,2055-2060,1,LU,Luxembourg
1,60--64,Male,2020-2025,0.953,LU,Luxembourg
2,65--69,Male,1990-1995,0.824,LU,Luxembourg
1,95--99,Female,2025-2030,0.126,LU,Luxembourg
1,Newborn,Female,1990-1995,0.992,LU,Luxembourg
3,35--39,Female,1950-1955,0.986,LU,Luxembourg
1,20--24,Female,2035-2040,1,LU,Luxembourg
1,5--9,Male,1955-1960,0.996,LU,Luxembourg
1,30--34,Male,2000-2005,0.994,LU,Luxembourg
2,25--29,Female,2005-2010,0.998,LU,Luxembourg
1,40--44,Female,1960-1965,0.984,LU,Luxembourg
1,65--69,Female,2005-2010,0.936,LU,Luxembourg
2,60--64,Male,2015-2020,0.942,LU,Luxembourg
1,90--94,Female,2050-2055,0.498,LU,Luxembourg
1,100+,Male,2015-2020,0.041,LU,Luxembourg
1,5--9,Female,2005-2010,0.999,LU,Luxembourg
2,95--99,Female,2020-2025,0.123,LU,Luxembourg
1,15--19,Female,2060-2065,1,LU,Luxembourg
1,25--29,Male,2025-2030,0.998,LU,Luxembourg
2,45--49,Male,1985-1990,0.968,LU,Luxembourg
1,85--89,Female,2075-2080,1,LU,Luxembourg
1,70--74,Male,1995-2000,0.757,LU,Luxembourg
1,75--79,Female,2020-2025,0.879,LU,Luxembourg
1,95--99,Male,2040-2045,0.101,LU,Luxembourg
1,80--84,Female,1955-1960,0.441,LU,Luxembourg
3,35--39,Male,1965-1970,0.983,LU,Luxembourg
2,5--9,Female,2000-2005,0.999,LU,Luxembourg
1,20--24,Male,2050-2055,1,LU,Luxembourg
1,30--34,Female,2010-2015,0.998,LU,Luxembourg
2,25--29,Male,2020-2025,0.998,LU,Luxembourg
1,55--59,Female,2055-2060,1,LU,Luxembourg
1,65--69,Male,2020-2025,0.93,LU,Luxembourg
2,70--74,Male,1990-1995,0.739,LU,Luxembourg
1,100+,Female,2025-2030,0.05,LU,Luxembourg
1,0--4,Female,1990-1995,0.999,LU,Luxembourg
3,40--44,Female,1950-1955,0.98,LU,Luxembourg
1,25--29,Female,2035-2040,1,LU,Luxembourg
1,10--14,Male,1955-1960,0.996,LU,Luxembourg
1,35--39,Male,2000-2005,0.991,LU,Luxembourg
2,30--34,Female,2005-2010,0.997,LU,Luxembourg
1,45--49,Female,1960-1965,0.977,LU,Luxembourg
1,70--74,Female,2005-2010,0.889,LU,Luxembourg
2,65--69,Male,2015-2020,0.912,LU,Luxembourg
1,95--99,Female,2050-2055,0.172,LU,Luxembourg
1,Newborn,Female,2015-2020,0.997,LU,Luxembourg
1,10--14,Female,2005-2010,0.999,LU,Luxembourg
2,100+,Female,2020-2025,0.055,LU,Luxembourg
1,20--24,Female,2060-2065,1,LU,Luxembourg
1,30--34,Male,2025-2030,0.998,LU,Luxembourg
2,50--54,Male,1985-1990,0.947,LU,Luxembourg
1,90--94,Female,2075-2080,0.978,LU,Luxembourg
1,75--79,Male,1995-2000,0.63,LU,Luxembourg
2,70--74,Female,2000-2005,0.876,LU,Luxembourg
1,100+,Male,2040-2045,0.034,LU,Luxembourg
1,85--89,Female,1955-1960,0.295,LU,Luxembourg
3,40--44,Male,1965-1970,0.972,LU,Luxembourg
2,10--14,Female,2000-2005,0.999,LU,Luxembourg
1,25--29,Male,2050-2055,1,LU,Luxembourg
1,35--39,Female,2010-2015,0.997,LU,Luxembourg
2,30--34,Male,2020-2025,0.997,LU,Luxembourg
1,60--64,Female,2055-2060,0.999,LU,Luxembourg
1,70--74,Male,2020-2025,0.889,LU,Luxembourg
2,75--79,Male,1990-1995,0.616,LU,Luxembourg
1,Newborn,Male,2030-2035,0.999,LU,Luxembourg
1,5--9,Female,1990-1995,0.999,LU,Luxembourg
3,45--49,Female,1950-1955,0.97,LU,Luxembourg
1,30--34,Female,2035-2040,0.999,LU,Luxembourg
1,15--19,Male,1955-1960,0.991,LU,Luxembourg
1,40--44,Male,2000-2005,0.985,LU,Luxembourg
2,35--39,Female,2005-2010,0.996,LU,Luxembourg
1,50--54,Female,1960-1965,0.966,LU,Luxembourg
1,75--79,Female,2005-2010,0.799,LU,Luxembourg
2,70--74,Male,2015-2020,0.861,LU,Luxembourg
1,100+,Female,2050-2055,0.047,LU,Luxembourg
1,0--4,Female,2015-2020,1,LU,Luxembourg
3,40--44,Female,1975-1980,0.987,LU,Luxembourg
2,Newborn,Male,2025-2030,0.998,LU,Luxembourg
1,25--29,Female,2060-2065,1,LU,Luxembourg
1,35--39,Male,2025-2030,0.997,LU,Luxembourg
2,55--59,Male,1985-1990,0.917,LU,Luxembourg
1,95--99,Female,2075-2080,0.558,LU,Luxembourg
1,80--84,Male,1995-2000,0.479,LU,Luxembourg
2,75--79,Female,2000-2005,0.786,LU,Luxembourg
1,Newborn,Female,2040-2045,1,LU,Luxembourg
1,90--94,Female,1955-1960,0.177,LU,Luxembourg
3,45--49,Male,1965-1970,0.956,LU,Luxembourg
2,15--19,Female,2000-2005,0.999,LU,Luxembourg
1,30--34,Male,2050-2055,0.999,LU,Luxembourg
1,40--44,Female,2010-2015,0.994,LU,Luxembourg
2,35--39,Male,2020-2025,0.996,LU,Luxembourg
1,65--69,Female,2055-2060,0.999,LU,Luxembourg
1,75--79,Male,2020-2025,0.808,LU,Luxembourg
2,80--84,Male,1990-1995,0.455,LU,Luxembourg
1,0--4,Male,2030-2035,1,LU,Luxembourg
1,10--14,Female,1990-1995,0.999,LU,Luxembourg
3,50--54,Female,1950-1955,0.957,LU,Luxembourg
1,35--39,Female,2035-2040,0.999,LU,Luxembourg
1,20--24,Male,1955-1960,0.99,LU,Luxembourg
1,45--49,Male,2000-2005,0.977,LU,Luxembourg
2,40--44,Female,2005-2010,0.994,LU,Luxembourg
1,55--59,Female,1960-1965,0.946,LU,Luxembourg
1,80--84,Female,2005-2010,0.666,LU,Luxembourg
2,75--79,Male,2015-2020,0.768,LU,Luxembourg
1,Newborn,Male,2055-2060,1,LU,Luxembourg
1,5--9,Female,2015-2020,1,LU,Luxembourg
3,45--49,Female,1975-1980,0.979,LU,Luxembourg
2,0--4,Male,2025-2030,1,LU,Luxembourg
1,30--34,Female,2060-2065,1,LU,Luxembourg
1,40--44,Male,2025-2030,0.995,LU,Luxembourg
3,95--99,Male,1975-1980,0.088,LU,Luxembourg
1,100+,Female,2075-2080,0.127,LU,Luxembourg
1,85--89,Male,1995-2000,0.324,LU,Luxembourg
2,80--84,Female,2000-2005,0.65,LU,Luxembourg
1,0--4,Female,2040-2045,1,LU,Luxembourg
1,95--99,Female,1955-1960,0.094,LU,Luxembourg
3,50--54,Male,1965-1970,0.929,LU,Luxembourg
2,20--24,Female,2000-2005,0.998,LU,Luxembourg
1,35--39,Male,2050-2055,0.999,LU,Luxembourg
1,45--49,Female,2010-2015,0.99,LU,Luxembourg
2,40--44,Male,2020-2025,0.993,LU,Luxembourg
1,70--74,Female,2055-2060,0.998,LU,Luxembourg
1,80--84,Male,2020-2025,0.659,LU,Luxembourg
2,85--89,Male,1990-1995,0.304,LU,Luxembourg
1,5--9,Male,2030-2035,1,LU,Luxembourg
1,15--19,Female,1990-1995,0.998,LU,Luxembourg
3,55--59,Female,1950-1955,0.932,LU,Luxembourg
1,40--44,Female,2035-2040,0.999,LU,Luxembourg
1,25--29,Male,1955-1960,0.99,LU,Luxembourg
1,50--54,Male,2000-2005,0.965,LU,Luxembourg
2,45--49,Female,2005-2010,0.988,LU,Luxembourg
1,60--64,Female,1960-1965,0.907,LU,Luxembourg
1,85--89,Female,2005-2010,0.493,LU,Luxembourg
2,80--84,Male,2015-2020,0.614,LU,Luxembourg
1,0--4,Male,2055-2060,1,LU,Luxembourg
1,10--14,Female,2015-2020,1,LU,Luxembourg
3,50--54,Female,1975-1980,0.971,LU,Luxembourg
2,5--9,Male,2025-2030,1,LU,Luxembourg
1,35--39,Female,2060-2065,1,LU,Luxembourg
1,45--49,Male,2025-2030,0.991,LU,Luxembourg
3,100+,Male,1975-1980,0,LU,Luxembourg
1,Newborn,Male,2080-2085,1,LU,Luxembourg
1,90--94,Male,1995-2000,0.194,LU,Luxembourg
2,85--89,Female,2000-2005,0.482,LU,Luxembourg
1,5--9,Female,2040-2045,1,LU,Luxembourg
1,100+,Female,1955-1960,0,LU,Luxembourg
3,55--59,Male,1965-1970,0.882,LU,Luxembourg
2,25--29,Female,2000-2005,0.998,LU,Luxembourg
1,40--44,Male,2050-2055,0.999,LU,Luxembourg
1,50--54,Female,2010-2015,0.986,LU,Luxembourg
2,45--49,Male,2020-2025,0.988,LU,Luxembourg
1,75--79,Female,2055-2060,0.995,LU,Luxembourg
1,85--89,Male,2020-2025,0.455,LU,Luxembourg
2,90--94,Male,1990-1995,0.181,LU,Luxembourg
1,10--14,Male,2030-2035,1,LU,Luxembourg
1,20--24,Female,1990-1995,0.998,LU,Luxembourg
3,60--64,Female,1950-1955,0.887,LU,Luxembourg
1,45--49,Female,2035-2040,0.997,LU,Luxembourg
1,30--34,Male,1955-1960,0.989,LU,Luxembourg
1,55--59,Male,2000-2005,0.944,LU,Luxembourg
2,50--54,Female,2005-2010,0.982,LU,Luxembourg
1,65--69,Female,1960-1965,0.841,LU,Luxembourg
1,90--94,Female,2005-2010,0.312,LU,Luxembourg
2,85--89,Male,2015-2020,0.418,LU,Luxembourg
1,5--9,Male,2055-2060,1,LU,Luxembourg
1,15--19,Female,2015-2020,0.999,LU,Luxembourg
3,55--59,Female,1975-1980,0.953,LU,Luxembourg
2,10--14,Male,2025-2030,1,LU,Luxembourg
1,40--44,Female,2060-2065,1,LU,Luxembourg
1,50--54,Male,2025-2030,0.984,LU,Luxembourg
3,Newborn,Female,1975-1980,0.988,LU,Luxembourg
1,0--4,Male,2080-2085,1,LU,Luxembourg
1,95--99,Male,1995-2000,0.1,LU,Luxembourg
2,90--94,Female,2000-2005,0.309,LU,Luxembourg
1,10--14,Female,2040-2045,1,LU,Luxembourg
1,Newborn,Male,1960-1965,0.963,LU,Luxembourg
3,60--64,Male,1965-1970,0.827,LU,Luxembourg
2,30--34,Female,2000-2005,0.997,LU,Luxembourg
1,45--49,Male,2050-2055,0.998,LU,Luxembourg
1,55--59,Female,2010-2015,0.977,LU,Luxembourg
2,50--54,Male,2020-2025,0.978,LU,Luxembourg
1,80--84,Female,2055-2060,0.976,LU,Luxembourg
1,90--94,Male,2020-2025,0.246,LU,Luxembourg
2,95--99,Male,1990-1995,0.094,LU,Luxembourg
1,15--19,Male,2030-2035,0.999,LU,Luxembourg
1,25--29,Female,1990-1995,0.997,LU,Luxembourg
3,65--69,Female,1950-1955,0.811,LU,Luxembourg
1,50--54,Female,2035-2040,0.996,LU,Luxembourg
