ssp,age,sex,year,pop,CNTR_CODE,cntr_name
2,30--34,Male,2030,2355.9,DE,Germany
1,30--34,Male,2000,3576,DE,Germany
1,20--24,Male,2025,1949.6,DE,Germany
3,85--89,Male,2015,491,DE,Germany
1,75--79,Male,1980,912.8,DE,Germany
3,0--4,Female,2045,1802.2,DE,Germany
3,100+,Male,2070,32.4,DE,Germany
2,90--94,Male,2065,972,DE,Germany
2,85--89,Male,1985,166.1,DE,Germany
2,95--99,Male,1960,2.4,DE,Germany
1,35--39,Female,1990,2673.1,DE,Germany
2,35--39,Female,2020,2543.9,DE,Germany
1,15--19,Female,2040,1589.2,DE,Germany
2,50--54,Female,2075,2309.9,DE,Germany
1,70--74,Female,1995,2188.6,DE,Germany
1,60--64,Female,2020,2949.7,DE,Germany
3,All,Both,2065,70545.5,DE,Germany
2,All,Both,2035,80896.7,DE,Germany
1,All,Both,2005,81396.9,DE,Germany
2,100+,Female,1950,0.2,DE,Germany
3,50--54,Both,2020,6726.2,DE,Germany
2,45--49,Both,2095,4555.8,DE,Germany
1,20--24,Both,2035,3759.1,DE,Germany
2,65--69,Both,2045,4577.2,DE,Germany
2,75--79,Both,2020,3725.4,DE,Germany
2,50--54,Both,1990,6008.2,DE,Germany
3,100+,Both,2080,106.8,DE,Germany
1,0--4,Male,1995,2095.4,DE,Germany
2,0--4,Male,2025,1844.5,DE,Germany
1,All,Male,2100,35240.4,DE,Germany
2,35--39,Male,2030,2595.1,DE,Germany
1,35--39,Male,2000,3724.4,DE,Germany
1,25--29,Male,2025,2255.7,DE,Germany
3,90--94,Male,2015,138.1,DE,Germany
1,80--84,Male,1980,406.3,DE,Germany
3,5--9,Female,2045,1811.5,DE,Germany
3,All,Female,2070,35124,DE,Germany
2,95--99,Male,2065,454.7,DE,Germany
2,90--94,Male,1985,36.8,DE,Germany
2,100+,Male,1960,0.2,DE,Germany
1,40--44,Female,1990,2372.2,DE,Germany
2,40--44,Female,2020,2387.7,DE,Germany
1,20--24,Female,2040,1747.5,DE,Germany
2,55--59,Female,2075,2302.7,DE,Germany
1,75--79,Female,1995,1222.6,DE,Germany
1,65--69,Female,2020,2539.1,DE,Germany
3,0--4,Both,2065,4101.7,DE,Germany
2,0--4,Both,2035,3348.4,DE,Germany
1,0--4,Both,2005,3599.3,DE,Germany
2,All,Both,1955,71260,DE,Germany
3,55--59,Both,2020,6771.8,DE,Germany
2,50--54,Both,2095,4545.8,DE,Germany
1,25--29,Both,2035,3877.3,DE,Germany
2,70--74,Both,2045,4677.8,DE,Germany
2,80--84,Both,2020,3329.7,DE,Germany
2,55--59,Both,1990,4403.8,DE,Germany
3,All,Male,2080,34640.7,DE,Germany
1,5--9,Male,1995,2373.3,DE,Germany
2,5--9,Male,2025,1889.3,DE,Germany
1,0--4,Male,2100,862.9,DE,Germany
2,40--44,Male,2030,2817.1,DE,Germany
1,40--44,Male,2000,3354.4,DE,Germany
1,30--34,Male,2025,2535.8,DE,Germany
3,95--99,Male,2015,17.2,DE,Germany
1,85--89,Male,1980,137.1,DE,Germany
3,10--14,Female,2045,1884.9,DE,Germany
3,0--4,Female,2070,1951.7,DE,Germany
2,100+,Male,2065,70,DE,Germany
2,95--99,Male,1985,5.7,DE,Germany
2,All,Female,1960,39183.4,DE,Germany
1,45--49,Female,1990,2693.6,DE,Germany
2,45--49,Female,2020,2573.5,DE,Germany
1,25--29,Female,2040,1939.9,DE,Germany
2,60--64,Female,2075,2244.2,DE,Germany
1,80--84,Female,1995,1387.1,DE,Germany
1,70--74,Female,2020,2068.7,DE,Germany
3,5--9,Both,2065,4122.9,DE,Germany
2,5--9,Both,2035,3571,DE,Germany
1,5--9,Both,2005,3972.7,DE,Germany
2,0--4,Both,1955,5276.2,DE,Germany
3,60--64,Both,2020,5794.2,DE,Germany
2,55--59,Both,2095,4553.1,DE,Germany
1,30--34,Both,2035,4192.7,DE,Germany
2,75--79,Both,2045,5648.6,DE,Germany
2,85--89,Both,2020,1601.5,DE,Germany
2,60--64,Both,1990,4378.4,DE,Germany
3,0--4,Male,2080,2060.7,DE,Germany
1,10--14,Male,1995,2312.1,DE,Germany
2,10--14,Male,2025,1867.4,DE,Germany
1,5--9,Male,2100,938.7,DE,Germany
2,45--49,Male,2030,2636.2,DE,Germany
1,45--49,Male,2000,2865.1,DE,Germany
1,35--39,Male,2025,2789.5,DE,Germany
3,100+,Male,2015,2.1,DE,Germany
1,90--94,Male,1980,34.7,DE,Germany
3,15--19,Female,2045,1974.8,DE,Germany
3,5--9,Female,2070,1993.2,DE,Germany
2,All,Female,2065,39986.5,DE,Germany
2,100+,Male,1985,0.5,DE,Germany
2,0--4,Female,1960,2830.8,DE,Germany
1,50--54,Female,1990,2972.5,DE,Germany
2,50--54,Female,2020,3340.7,DE,Germany
1,30--34,Female,2040,1991.6,DE,Germany
2,65--69,Female,2075,2170.1,DE,Germany
1,85--89,Female,1995,766.6,DE,Germany
1,75--79,Female,2020,2044.2,DE,Germany
3,10--14,Both,2065,4017.5,DE,Germany
2,10--14,Both,2035,3730.3,DE,Germany
1,10--14,Both,2005,4202.4,DE,Germany
2,5--9,Both,1955,4561.8,DE,Germany
3,65--69,Both,2020,4831.5,DE,Germany
2,60--64,Both,2095,4622.2,DE,Germany
1,35--39,Both,2035,4671.1,DE,Germany
2,80--84,Both,2045,4991.4,DE,Germany
2,90--94,Both,2020,671.5,DE,Germany
2,65--69,Both,1990,3839.8,DE,Germany
3,5--9,Male,2080,2038.3,DE,Germany
2,15--19,Male,2025,1836.1,DE,Germany
2,0--4,Male,1970,3111.6,DE,Germany
1,10--14,Male,2100,997.2,DE,Germany
2,30--34,Male,2080,2157.1,DE,Germany
2,35--39,Male,1975,3260.6,DE,Germany
1,40--44,Male,2025,2634.1,DE,Germany
3,All,Female,2015,41520.9,DE,Germany
2,85--89,Male,2035,875.2,DE,Germany
2,70--74,Male,1980,1357.2,DE,Germany
3,10--14,Female,2070,2003.7,DE,Germany
2,0--4,Female,2065,1634.5,DE,Germany
2,25--29,Female,2095,1933.6,DE,Germany
2,5--9,Female,1960,2585.6,DE,Germany
2,45--49,Female,2045,2323.4,DE,Germany
2,40--44,Female,1965,2714.8,DE,Germany
1,35--39,Female,2040,2102.8,DE,Germany
2,70--74,Female,2075,2193.3,DE,Germany
3,100+,Female,2030,18.7,DE,Germany
2,75--79,Female,1970,1268.1,DE,Germany
3,15--19,Both,2065,3834.3,DE,Germany
2,15--19,Both,2035,3760.7,DE,Germany
1,15--19,Both,2005,4754,DE,Germany
2,10--14,Both,1955,5123.9,DE,Germany
3,70--74,Both,2020,3894.1,DE,Germany
2,65--69,Both,2095,4703.1,DE,Germany
1,40--44,Both,2035,5097,DE,Germany
2,85--89,Both,2045,3264,DE,Germany
2,95--99,Both,2020,157.8,DE,Germany
2,70--74,Both,1990,2202,DE,Germany
3,10--14,Male,2080,2063.2,DE,Germany
2,20--24,Male,2025,1949.4,DE,Germany
2,5--9,Male,1970,3288.4,DE,Germany
1,15--19,Male,2100,1039.9,DE,Germany
2,35--39,Male,2080,2232.2,DE,Germany
2,40--44,Male,1975,2489.1,DE,Germany
1,45--49,Male,2025,2442.6,DE,Germany
3,0--4,Female,2015,1712,DE,Germany
2,90--94,Male,2035,421,DE,Germany
2,75--79,Male,1980,912.8,DE,Germany
3,15--19,Female,2070,1952.3,DE,Germany
2,5--9,Female,2065,1702.5,DE,Germany
2,30--34,Female,2095,2088.9,DE,Germany
2,10--14,Female,1960,2278.2,DE,Germany
2,50--54,Female,2045,2502.5,DE,Germany
2,45--49,Female,1965,1913.7,DE,Germany
1,40--44,Female,2040,2296.7,DE,Germany
2,75--79,Female,2075,2294.9,DE,Germany
3,All,Both,2035,78468.2,DE,Germany
2,80--84,Female,1970,678.6,DE,Germany
3,20--24,Both,2065,3701.4,DE,Germany
2,20--24,Both,2035,3761.9,DE,Germany
1,20--24,Both,2005,4764.3,DE,Germany
2,15--19,Both,1955,6347.5,DE,Germany
3,75--79,Both,2020,3707.9,DE,Germany
2,70--74,Both,2095,4750.5,DE,Germany
1,45--49,Both,2035,5559.2,DE,Germany
2,90--94,Both,2045,1560.6,DE,Germany
2,100+,Both,2020,12.8,DE,Germany
2,75--79,Both,1990,2745.4,DE,Germany
3,15--19,Male,2080,2106.4,DE,Germany
2,25--29,Male,2025,2258,DE,Germany
2,10--14,Male,1970,2981.9,DE,Germany
1,20--24,Male,2100,1106.1,DE,Germany
2,40--44,Male,2080,2277.5,DE,Germany
2,45--49,Male,1975,2388.4,DE,Germany
1,50--54,Male,2025,2594.2,DE,Germany
3,5--9,Female,2015,1708,DE,Germany
2,95--99,Male,2035,115.3,DE,Germany
2,80--84,Male,1980,406.3,DE,Germany
3,20--24,Female,2070,1863.3,DE,Germany
2,10--14,Female,2065,1725.5,DE,Germany
2,35--39,Female,2095,2180.5,DE,Germany
2,15--19,Female,1960,2576.9,DE,Germany
2,55--59,Female,2045,2723.3,DE,Germany
2,50--54,Female,1965,2900.2,DE,Germany
1,45--49,Female,2040,2488.5,DE,Germany
2,80--84,Female,2075,2383.1,DE,Germany
3,0--4,Both,2035,3879.7,DE,Germany
2,85--89,Female,1970,248,DE,Germany
3,25--29,Both,2065,3717.1,DE,Germany
2,25--29,Both,2035,3894.8,DE,Germany
1,25--29,Both,2005,4499.3,DE,Germany
2,20--24,Both,1955,5011,DE,Germany
3,80--84,Both,2020,3301.7,DE,Germany
2,75--79,Both,2095,4678.2,DE,Germany
1,50--54,Both,2035,5220,DE,Germany
2,95--99,Both,2045,429.4,DE,Germany
2,All,Male,2020,40207.6,DE,Germany
2,80--84,Both,1990,1879.5,DE,Germany
3,20--24,Male,2080,2115.2,DE,Germany
2,30--34,Male,2025,2535.6,DE,Germany
2,15--19,Male,1970,2688,DE,Germany
1,25--29,Male,2100,1236.6,DE,Germany
2,45--49,Male,2080,2338.3,DE,Germany
2,50--54,Male,1975,1894.2,DE,Germany
1,55--59,Male,2025,3329.6,DE,Germany
3,10--14,Female,2015,1796.7,DE,Germany
2,100+,Male,2035,9.2,DE,Germany
2,85--89,Male,1980,137.1,DE,Germany
3,25--29,Female,2070,1799.7,DE,Germany
2,15--19,Female,2065,1715.2,DE,Germany
2,40--44,Female,2095,2219.4,DE,Germany
2,20--24,Female,1960,3037.9,DE,Germany
2,60--64,Female,2045,2555,DE,Germany
2,55--59,Female,1965,2955.1,DE,Germany
1,50--54,Female,2040,2736.8,DE,Germany
2,85--89,Female,2075,2387.8,DE,Germany
3,5--9,Both,2035,4064.8,DE,Germany
2,90--94,Female,1970,58.7,DE,Germany
3,30--34,Both,2065,3863.6,DE,Germany
2,30--34,Both,2035,4213.9,DE,Germany
1,30--34,Both,2005,4926.3,DE,Germany
2,25--29,Both,1955,4915.6,DE,Germany
3,85--89,Both,2020,1575.8,DE,Germany
2,80--84,Both,2095,4455.6,DE,Germany
1,55--59,Both,2035,4791.4,DE,Germany
2,100+,Both,2045,68.6,DE,Germany
2,0--4,Male,2020,1848.4,DE,Germany
2,85--89,Both,1990,818.2,DE,Germany
3,25--29,Male,2080,2058.9,DE,Germany
2,35--39,Male,2025,2788.6,DE,Germany
2,20--24,Male,1970,2504.4,DE,Germany
1,30--34,Male,2100,1373,DE,Germany
2,50--54,Male,2080,2397.4,DE,Germany
2,55--59,Male,1975,1197.9,DE,Germany
1,60--64,Male,2025,3303.1,DE,Germany
3,15--19,Female,2015,1979.9,DE,Germany
2,All,Female,2035,40872,DE,Germany
2,90--94,Male,1980,34.7,DE,Germany
3,30--34,Female,2070,1808.2,DE,Germany
2,20--24,Female,2065,1745.2,DE,Germany
2,45--49,Female,2095,2219.7,DE,Germany
2,25--29,Female,1960,2404.2,DE,Germany
2,65--69,Female,2045,2329,DE,Germany
2,60--64,Female,1965,2636.8,DE,Germany
1,55--59,Female,2040,2586.3,DE,Germany
2,90--94,Female,2075,1781.6,DE,Germany
3,10--14,Both,2035,4095.6,DE,Germany
2,95--99,Female,1970,6.7,DE,Germany
3,35--39,Both,2065,4041.7,DE,Germany
2,35--39,Both,2035,4682.9,DE,Germany
1,35--39,Both,2005,6851.3,DE,Germany
2,30--34,Both,1955,4800,DE,Germany
3,90--94,Both,2020,653.3,DE,Germany
2,85--89,Both,2095,4110.6,DE,Germany
1,60--64,Both,2035,5032.5,DE,Germany
2,All,Male,2045,39804.3,DE,Germany
2,5--9,Male,2020,1842.8,DE,Germany
2,90--94,Both,1990,221.9,DE,Germany
3,30--34,Male,2080,1963.1,DE,Germany
2,40--44,Male,2025,2632.5,DE,Germany
2,25--29,Male,1970,2906.9,DE,Germany
1,35--39,Male,2100,1496.5,DE,Germany
2,55--59,Male,2080,2441.2,DE,Germany
2,60--64,Male,1975,1763.4,DE,Germany
1,65--69,Male,2025,2728,DE,Germany
3,20--24,Female,2015,2210.6,DE,Germany
2,0--4,Female,2035,1627.4,DE,Germany
2,95--99,Male,1980,4.8,DE,Germany
3,35--39,Female,2070,1879.9,DE,Germany
2,25--29,Female,2065,1884.9,DE,Germany
2,50--54,Female,2095,2207.2,DE,Germany
2,30--34,Female,1960,2543.1,DE,Germany
2,70--74,Female,2045,2421.3,DE,Germany
2,65--69,Female,1965,2218.7,DE,Germany
1,60--64,Female,2040,2380.1,DE,Germany
2,95--99,Female,2075,888.1,DE,Germany
3,15--19,Both,2035,3892.8,DE,Germany
2,100+,Female,1970,0.4,DE,Germany
3,40--44,Both,2065,4061.1,DE,Germany
2,40--44,Both,2035,5105.9,DE,Germany
1,40--44,Both,2005,7098.2,DE,Germany
2,35--39,Both,1955,3420.3,DE,Germany
3,95--99,Both,2020,151.9,DE,Germany
2,90--94,Both,2095,3610.9,DE,Germany
1,65--69,Both,2035,6355.9,DE,Germany
2,0--4,Male,2045,1669.2,DE,Germany
2,10--14,Male,2020,1822,DE,Germany
2,95--99,Both,1990,33.8,DE,Germany
3,35--39,Male,2080,1893.1,DE,Germany
2,45--49,Male,2025,2439.8,DE,Germany
2,30--34,Male,1970,3290.2,DE,Germany
1,40--44,Male,2100,1606,DE,Germany
2,60--64,Male,2080,2408.3,DE,Germany
2,65--69,Male,1975,1737.2,DE,Germany
1,70--74,Male,2025,2150.4,DE,Germany
3,25--29,Female,2015,2554.6,DE,Germany
2,5--9,Female,2035,1735.3,DE,Germany
2,100+,Male,1980,0.4,DE,Germany
3,40--44,Female,2070,1966.7,DE,Germany
2,30--34,Female,2065,2050,DE,Germany
2,55--59,Female,2095,2216.8,DE,Germany
2,35--39,Female,1960,2774.2,DE,Germany
2,75--79,Female,2045,2983,DE,Germany
2,70--74,Female,1965,1672.8,DE,Germany
1,65--69,Female,2040,2509.8,DE,Germany
2,100+,Female,2075,251.4,DE,Germany
3,20--24,Both,2035,3571.9,DE,Germany
2,All,Both,1975,78692.8,DE,Germany
3,45--49,Both,2065,3842.7,DE,Germany
2,45--49,Both,2035,5552.1,DE,Germany
1,45--49,Both,2005,6346.6,DE,Germany
2,40--44,Both,1955,5131.7,DE,Germany
3,100+,Both,2020,12.3,DE,Germany
2,95--99,Both,2095,2527,DE,Germany
1,70--74,Both,2035,6190.2,DE,Germany
2,5--9,Male,2045,1727.7,DE,Germany
2,15--19,Male,2020,1909.2,DE,Germany
2,100+,Both,1990,2.7,DE,Germany
3,40--44,Male,2080,1897,DE,Germany
2,50--54,Male,2025,2589,DE,Germany
2,35--39,Male,1970,2524.7,DE,Germany
1,45--49,Male,2100,1697.5,DE,Germany
2,65--69,Male,2080,2304.5,DE,Germany
2,70--74,Male,1975,1362.7,DE,Germany
1,75--79,Male,2025,1639,DE,Germany
3,30--34,Female,2015,2497.1,DE,Germany
2,10--14,Female,2035,1812.6,DE,Germany
2,All,Female,1980,40916.5,DE,Germany
3,45--49,Female,2070,1975.9,DE,Germany
2,35--39,Female,2065,2181.3,DE,Germany
2,60--64,Female,2095,2257.8,DE,Germany
2,40--44,Female,1960,1948.7,DE,Germany
2,80--84,Female,2045,2720.4,DE,Germany
2,75--79,Female,1965,1108.9,DE,Germany
1,70--74,Female,2040,3175.7,DE,Germany
2,All,Both,2080,80954.7,DE,Germany
3,25--29,Both,2035,3532.4,DE,Germany
2,0--4,Both,1975,4438.6,DE,Germany
3,50--54,Both,2065,3500.9,DE,Germany
2,50--54,Both,2035,5203.2,DE,Germany
1,50--54,Both,2005,5489.1,DE,Germany
2,45--49,Both,1955,5564.5,DE,Germany
3,All,Male,2020,40113.8,DE,Germany
2,100+,Both,2095,957.9,DE,Germany
1,75--79,Both,2035,5026.6,DE,Germany
2,10--14,Male,2045,1803.9,DE,Germany
2,20--24,Male,2020,2157.3,DE,Germany
2,All,Male,1990,38148.6,DE,Germany
3,45--49,Male,2080,1963.3,DE,Germany
2,55--59,Male,2025,3318.5,DE,Germany
2,40--44,Male,1970,2444.3,DE,Germany
1,50--54,Male,2100,1754.2,DE,Germany
2,70--74,Male,2080,2193.1,DE,Germany
2,75--79,Male,1975,754.2,DE,Germany
1,80--84,Male,2025,1361.5,DE,Germany
3,35--39,Female,2015,2363.6,DE,Germany
2,15--19,Female,2035,1827.7,DE,Germany
2,0--4,Female,1980,1932.1,DE,Germany
3,50--54,Female,2070,1869.2,DE,Germany
2,40--44,Female,2065,2261,DE,Germany
2,65--69,Female,2095,2304.8,DE,Germany
2,45--49,Female,1960,2942.9,DE,Germany
2,85--89,Female,2045,1886.9,DE,Germany
2,80--84,Female,1965,565.2,DE,Germany
1,75--79,Female,2040,3092,DE,Germany
2,0--4,Both,2080,3321.7,DE,Germany
3,30--34,Both,2035,3719.2,DE,Germany
2,5--9,Both,1975,6165.2,DE,Germany
3,55--59,Both,2065,3421.1,DE,Germany
2,55--59,Both,2035,4763.1,DE,Germany
1,55--59,Both,2005,4618.4,DE,Germany
2,50--54,Both,1955,5344.8,DE,Germany
3,0--4,Male,2020,1989.7,DE,Germany
2,All,Male,2095,41591.1,DE,Germany
1,80--84,Both,2035,3753.9,DE,Germany
2,15--19,Male,2045,1883.8,DE,Germany
2,25--29,Male,2020,2448.8,DE,Germany
2,0--4,Male,1990,2236.7,DE,Germany
3,50--54,Male,2080,2038.3,DE,Germany
2,60--64,Male,2025,3285.7,DE,Germany
2,45--49,Male,1970,1971.6,DE,Germany
1,55--59,Male,2100,1791.5,DE,Germany
2,75--79,Male,2080,2164,DE,Germany
2,80--84,Male,1975,347.7,DE,Germany
1,85--89,Male,2025,929.8,DE,Germany
3,40--44,Female,2015,2568.9,DE,Germany
2,20--24,Female,2035,1832.6,DE,Germany
2,5--9,Female,1980,2144.9,DE,Germany
3,55--59,Female,2070,1706.4,DE,Germany
2,45--49,Female,2065,2276.5,DE,Germany
2,70--74,Female,2095,2330.1,DE,Germany
2,50--54,Female,1960,3046.9,DE,Germany
2,90--94,Female,2045,977.6,DE,Germany
2,85--89,Female,1965,213.5,DE,Germany
1,80--84,Female,2040,2492.2,DE,Germany
2,5--9,Both,2080,3425.6,DE,Germany
3,35--39,Both,2035,4188.9,DE,Germany
2,10--14,Both,1975,6482.6,DE,Germany
3,60--64,Both,2065,3535.1,DE,Germany
2,60--64,Both,2035,4984.2,DE,Germany
1,60--64,Both,2005,4981.9,DE,Germany
2,55--59,Both,1955,4537.1,DE,Germany
3,5--9,Male,2020,1830.1,DE,Germany
2,0--4,Male,2095,1765.6,DE,Germany
1,85--89,Both,2035,2360.8,DE,Germany
2,20--24,Male,2045,1992.4,DE,Germany
2,30--34,Male,2020,2735.9,DE,Germany
2,5--9,Male,1990,2184.6,DE,Germany
3,55--59,Male,2080,2023.5,DE,Germany
2,65--69,Male,2025,2705.7,DE,Germany
2,50--54,Male,1970,1281.9,DE,Germany
1,60--64,Male,2100,1838.7,DE,Germany
2,80--84,Male,2080,2180.3,DE,Germany
2,85--89,Male,1975,138,DE,Germany
1,90--94,Male,2025,281.7,DE,Germany
3,45--49,Female,2015,3361.2,DE,Germany
2,25--29,Female,2035,1897.6,DE,Germany
2,10--14,Female,1980,3013.7,DE,Germany
3,60--64,Female,2070,1671.8,DE,Germany
2,50--54,Female,2065,2233.2,DE,Germany
2,75--79,Female,2095,2311.5,DE,Germany
2,55--59,Female,1960,2768,DE,Germany
2,95--99,Female,2045,287.2,DE,Germany
2,90--94,Female,1965,43.1,DE,Germany
1,85--89,Female,2040,1767.8,DE,Germany
2,10--14,Both,2080,3518.3,DE,Germany
3,40--44,Both,2035,4703.4,DE,Germany
2,15--19,Both,1975,5890.7,DE,Germany
3,65--69,Both,2065,3869.4,DE,Germany
2,65--69,Both,2035,6261.6,DE,Germany
1,65--69,Both,2005,5248.1,DE,Germany
2,60--64,Both,1955,3635.1,DE,Germany
3,10--14,Male,2020,1814.3,DE,Germany
2,5--9,Male,2095,1813.3,DE,Germany
1,90--94,Both,2035,1342.9,DE,Germany
2,25--29,Male,2045,2117.4,DE,Germany
2,35--39,Male,2020,2608,DE,Germany
2,10--14,Male,1990,2056,DE,Germany
3,60--64,Male,2080,1881.3,DE,Germany
2,70--74,Male,2025,2123,DE,Germany
2,55--59,Male,1970,1949.4,DE,Germany
1,65--69,Male,2100,1907.9,DE,Germany
2,85--89,Male,2080,1996,DE,Germany
2,90--94,Male,1975,32.6,DE,Germany
1,95--99,Male,2025,55.1,DE,Germany
3,50--54,Female,2015,3416,DE,Germany
2,30--34,Female,2035,2052.8,DE,Germany
2,15--19,Female,1980,3197.2,DE,Germany
3,65--69,Female,2070,1730.4,DE,Germany
2,55--59,Female,2065,2170.6,DE,Germany
2,80--84,Female,2095,2237.4,DE,Germany
2,60--64,Female,1960,2412.4,DE,Germany
2,100+,Female,2045,49.9,DE,Germany
2,95--99,Female,1965,4.3,DE,Germany
1,90--94,Female,2040,919.3,DE,Germany
2,15--19,Both,2080,3599.4,DE,Germany
3,45--49,Both,2035,5276.2,DE,Germany
2,20--24,Both,1975,5364.4,DE,Germany
3,70--74,Both,2065,4163.2,DE,Germany
2,70--74,Both,2035,6047.8,DE,Germany
1,70--74,Both,2005,3525.7,DE,Germany
2,65--69,Both,1955,2998.9,DE,Germany
3,15--19,Male,2020,1904.5,DE,Germany
2,10--14,Male,2095,1827.9,DE,Germany
1,95--99,Both,2035,460.1,DE,Germany
2,30--34,Male,2045,2170.3,DE,Germany
2,40--44,Male,2020,2439,DE,Germany
2,15--19,Male,1990,2297.4,DE,Germany
3,65--69,Male,2080,1668.6,DE,Germany
2,75--79,Male,2025,1605.7,DE,Germany
2,60--64,Male,1970,2044.3,DE,Germany
1,70--74,Male,2100,2022.5,DE,Germany
2,90--94,Male,2080,1484.4,DE,Germany
2,95--99,Male,1975,4.4,DE,Germany
1,100+,Male,2025,4.1,DE,Germany
3,55--59,Female,2015,3006.1,DE,Germany
2,35--39,Female,2035,2261.5,DE,Germany
2,20--24,Female,1980,2922,DE,Germany
3,70--74,Female,2070,1885.1,DE,Germany
2,60--64,Female,2065,2205,DE,Germany
2,85--89,Female,2095,2126.2,DE,Germany
2,65--69,Female,1960,1948,DE,Germany
2,All,Both,2050,80150.6,DE,Germany
2,100+,Female,1965,0.4,DE,Germany
1,95--99,Female,2040,355.6,DE,Germany
2,20--24,Both,2080,3746.5,DE,Germany
3,50--54,Both,2035,5019.4,DE,Germany
2,25--29,Both,1975,4955,DE,Germany
3,75--79,Both,2065,4358.3,DE,Germany
2,75--79,Both,2035,4840.3,DE,Germany
1,75--79,Both,2005,3039,DE,Germany
2,70--74,Both,1955,2212.8,DE,Germany
3,20--24,Male,2020,2144.1,DE,Germany
2,15--19,Male,2095,1829.5,DE,Germany
1,100+,Both,2035,47.5,DE,Germany
2,35--39,Male,2045,2183.4,DE,Germany
2,45--49,Male,2020,2616.2,DE,Germany
2,20--24,Male,1990,3298.6,DE,Germany
3,70--74,Male,2080,1571.3,DE,Germany
2,80--84,Male,2025,1317.9,DE,Germany
2,65--69,Male,1970,1779.3,DE,Germany
1,75--79,Male,2100,2146.5,DE,Germany
2,95--99,Male,2080,608.5,DE,Germany
2,100+,Male,1975,0.3,DE,Germany
1,All,Female,2025,41016.7,DE,Germany
3,60--64,Female,2015,2617.3,DE,Germany
2,40--44,Female,2035,2477.1,DE,Germany
2,25--29,Female,1980,2628.1,DE,Germany
3,75--79,Female,2070,2025.4,DE,Germany
2,65--69,Female,2065,2321.7,DE,Germany
2,90--94,Female,2095,1999,DE,Germany
2,70--74,Female,1960,1467.9,DE,Germany
2,0--4,Both,2050,3302.9,DE,Germany
2,All,Both,1970,78407.6,DE,Germany
1,100+,Female,2040,65.5,DE,Germany
2,25--29,Both,2080,4013.1,DE,Germany
3,55--59,Both,2035,4633.5,DE,Germany
2,30--34,Both,1975,5643.4,DE,Germany
3,80--84,Both,2065,3627.5,DE,Germany
2,80--84,Both,2035,3521.1,DE,Germany
1,80--84,Both,2005,2129.4,DE,Germany
2,75--79,Both,1955,1476.3,DE,Germany
3,25--29,Male,2020,2417.3,DE,Germany
2,20--24,Male,2095,1885.7,DE,Germany
1,All,Male,2035,39539.3,DE,Germany
2,40--44,Male,2045,2274.5,DE,Germany
2,30--34,Male,2070,2131.6,DE,Germany
2,25--29,Male,1990,3531.8,DE,Germany
3,75--79,Male,2080,1531.9,DE,Germany
3,95--99,Male,2030,60,DE,Germany
2,70--74,Male,1970,1146.2,DE,Germany
1,80--84,Male,2100,2254.2,DE,Germany
2,100+,Male,2080,108.2,DE,Germany
2,All,Female,1975,41344.6,DE,Germany
1,0--4,Female,2025,1506.6,DE,Germany
3,50--54,Female,1960,3046.9,DE,Germany
2,25--29,Female,2085,1966.7,DE,Germany
2,30--34,Female,1980,2380.3,DE,Germany
3,80--84,Female,2070,2089.7,DE,Germany
2,70--74,Female,2065,2458.1,DE,Germany
2,95--99,Female,2095,1575.8,DE,Germany
2,75--79,Female,1960,930.1,DE,Germany
2,5--9,Both,2050,3355.7,DE,Germany
2,0--4,Both,1970,6069.1,DE,Germany
1,All,Both,2045,78897.4,DE,Germany
2,30--34,Both,2080,4205.5,DE,Germany
3,60--64,Both,2035,4873.7,DE,Germany
2,35--39,Both,1975,6307.4,DE,Germany
3,85--89,Both,2065,2530.6,DE,Germany
2,85--89,Both,2035,2119.1,DE,Germany
1,85--89,Both,2005,786.5,DE,Germany
2,80--84,Both,1955,671.3,DE,Germany
3,30--34,Male,2020,2707.2,DE,Germany
2,25--29,Male,2095,2045.3,DE,Germany
1,0--4,Male,2035,1342.5,DE,Germany
2,45--49,Male,2045,2476.3,DE,Germany
2,35--39,Male,2070,2252.2,DE,Germany
2,30--34,Male,1990,3247.3,DE,Germany
3,80--84,Male,2080,1501.6,DE,Germany
3,100+,Male,2030,5.4,DE,Germany
2,75--79,Male,1970,655.5,DE,Germany
1,85--89,Male,2100,2325.9,DE,Germany
2,All,Female,2080,40551.1,DE,Germany
2,0--4,Female,1975,2163.2,DE,Germany
1,5--9,Female,2025,1659.2,DE,Germany
3,55--59,Female,1960,2768,DE,Germany
2,30--34,Female,2085,2081.2,DE,Germany
2,35--39,Female,1980,2707.3,DE,Germany
3,85--89,Female,2070,1606.1,DE,Germany
2,75--79,Female,2065,2619.9,DE,Germany
2,100+,Female,2095,704,DE,Germany
2,80--84,Female,1960,494,DE,Germany
2,10--14,Both,2050,3426.3,DE,Germany
2,5--9,Both,1970,6424.5,DE,Germany
1,0--4,Both,2045,2408.3,DE,Germany
2,35--39,Both,2080,4334.6,DE,Germany
3,65--69,Both,2035,6123.8,DE,Germany
2,40--44,Both,1975,4827.2,DE,Germany
3,90--94,Both,2065,1500.2,DE,Germany
2,90--94,Both,2035,1134.1,DE,Germany
1,90--94,Both,2005,458,DE,Germany
2,85--89,Both,1955,175.6,DE,Germany
3,35--39,Male,2020,2588.8,DE,Germany
2,30--34,Male,2095,2199.9,DE,Germany
1,5--9,Male,2035,1498.8,DE,Germany
